PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,SurfaceTempK,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,PlanetDensity,HostStarLuminosity
,0.194,21.67697486,,,,0.79,0.74,-0.03,4897.0,0.7459852430555557,314908117346758.44
,0.69168,52.09059,,,,1.18,1.403,,6189.0,0.7459852430555557,2888000558125775.5
,0.3545,27.401994,,,,1.18,1.403,,6189.0,0.7459852430555557,2888000558125775.5
,0.33171,13.484686,,,,1.18,1.403,,6189.0,0.7459852430555557,2888000558125775.5
,0.3062,81.065298,,,,1.18,1.403,,6189.0,0.7459852430555557,2888000558125775.5
,0.149,2.88890485,,,,0.81,0.77,-0.06,5053.0,0.7459852430555557,386525938476732.2
,0.321,210.630591,,,,0.81,0.77,-0.06,5053.0,0.7459852430555557,386525938476732.2
0.62,,494.0,,,,1.12,,0.11,5940.0,0.7459852430555557,1058782497621550.0
,0.259,198.088774,,,,0.84,0.81,-0.1,5297.0,0.7459852430555557,516523314849947.6
,0.23603,17.308032,,,,1.053,1.025,,6089.0,0.7459852430555557,1444214253846901.8
,0.13761,2.092281,,,,1.053,1.025,,6089.0,0.7459852430555557,1444214253846901.8
,0.21871,52.814973,,,,1.053,1.025,,6089.0,0.7459852430555557,1444214253846901.8
0.58,,472.3,1.19,0.61,260.2,1.0,1.32,0.03,5752.0,0.7459852430555557,1907319161765029.5
3.9,,,3.9,,,0.59,,,,0.7459852430555557,1058782497621550.0
,0.148,19.67416124,,,,1.1,1.09,-0.03,6112.0,0.7459852430555557,1658007070131198.5
,0.095,5.21104261,,,,1.1,1.09,-0.03,6112.0,0.7459852430555557,1658007070131198.5
3.47,1.31,1.9000693,0.0295,0.08,1396.0,0.95,1.0,-0.1,5440.0,1.5435318232224586,875781160960000.0
,0.167,4.51436633,,,,1.15,1.22,0.14,6035.0,0.7459852430555557,1974370980437130.5
2.75,0.97,13.2406,0.1055,0.53,600.8,0.89,0.79,0.26,5075.0,3.0131273742074107,413998119965664.1
0.426,0.683,3.00265,0.045,,,0.97,1.12,0.01,5500.0,1.3370495065523065,1147854400000000.2
,0.20413,12.699149,,,,0.923,0.814,,5615.0,0.7459852430555557,658639620499817.5
,0.23785,37.514456,,,,0.923,0.814,,5615.0,0.7459852430555557,658639620499817.5
,0.3709,16.239494,,,,,0.831,,5190.0,0.7459852430555557,501038938918980.8
,0.27521,6.308205,,,,,0.831,,5190.0,0.7459852430555557,501038938918980.8
,0.269,12.39358604,,,,0.87,0.84,-0.09,5403.0,0.7459852430555557,601310022018347.0
,0.101,6.30560247,,,,0.78,0.74,0.0,4862.0,0.7459852430555557,306001290115703.3
,0.29071,57.24809,,,,,0.854,,5643.0,0.7459852430555557,739530248690345.2
,0.27886,37.054919,,,,,0.854,,5643.0,0.7459852430555557,739530248690345.2
,0.243,142.544247,,,,,0.854,,5643.0,0.7459852430555557,739530248690345.2
,0.394,8.60010411,,,,0.87,0.83,-0.02,5322.0,0.7459852430555557,552656987796115.6
,0.136,0.63400294,,,,0.82,0.78,-0.02,5106.0,0.7459852430555557,413535166451786.3
4.8,,185.84,0.83,0.0,,2.2,11.0,-0.24,4813.0,0.7459852430555557,6.493051044128628e+16
,0.19046,5.524242,,,,0.816,0.941,,5497.0,0.7459852430555557,808504040653309.4
,0.15674,8.77501,,,,0.816,0.941,,5497.0,0.7459852430555557,808504040653309.4
,0.534,80.8720639,,,,0.98,0.96,0.04,5692.0,0.7459852430555557,967390975632841.2
,0.184,47.3126192,,,,1.04,1.05,0.06,5865.0,0.7459852430555557,1304519766173564.0
11.0,,,,,1050.0,0.325,,0.1,,0.7459852430555557,1058782497621550.0
,0.119,8.03755877,,,,0.86,0.81,-0.01,5241.0,0.7459852430555557,495024480374982.4
,0.159,12.98495573,,,,1.06,1.09,-0.13,6116.0,0.7459852430555557,1662351665432565.0
11.0,,,1.21,,,0.16,,,3840.0,0.7459852430555557,1058782497621550.0
1.82,,1256.0,2.32,0.29,170.2,1.06,1.1,0.25,5636.0,0.7459852430555557,1220869679422159.5
,0.185,18.2206421,,,,1.18,1.27,0.04,6195.0,0.7459852430555557,2375596543798418.0
2.4,,345.53,1.32,0.129,,1.69,3.9,-0.15,5220.0,0.7459852430555557,1.12930493519376e+16
1.9,,3999.0,5.1,0.16,145.2,1.13,1.67,-0.11,5765.0,0.7459852430555557,3080563666234863.0
,0.204,16.1288853,,,,0.85,0.81,-0.05,5259.0,0.7459852430555557,501860160325952.2
0.09156,0.397,6.77145,,0.16,,0.89,0.85,0.14,5320.0,1.4633030025056584,578741173561599.9
,0.14034,11.634788,,,,,1.007,,6023.0,0.7459852430555557,1334474851417128.5
,0.16768,33.197861,,,,,1.007,,6023.0,0.7459852430555557,1334474851417128.5
,0.091,2.78786839,,,,0.76,0.72,0.01,4754.0,0.7459852430555557,264790074884907.1
,0.19,14.28226676,,,,0.64,0.61,-0.09,4201.0,0.7459852430555557,115896520128515.64
0.05,0.434,11.90715,0.0971,0.095,,0.93,0.86,0.1,5430.0,0.6116469518990073,642978158996195.9
0.138,0.691,7.9194,0.074,0.119,,0.93,0.86,0.1,5430.0,0.418258662437712,642978158996195.9
,0.102,2.50856,0.0344,,,0.93,0.86,0.1,5430.0,0.7459852430555557,642978158996195.9
0.117,0.8,5.924262,0.062,0.0,,,,0.2,5310.0,0.2285156249999999,1058782497621550.0
,0.26701,5.690586,,,,0.816,0.821,,5243.0,0.7459852430555557,509337608819458.06
,0.24879,10.04156,,,,0.816,0.821,,5243.0,0.7459852430555557,509337608819458.06
,0.23967,18.369917,,,,0.816,0.821,,5243.0,0.7459852430555557,509337608819458.06
,0.15583,2.795906,,,,0.816,0.821,,5243.0,0.7459852430555557,509337608819458.06
,0.175,15.1410397,,,,0.88,0.85,-0.11,5479.0,0.7459852430555557,651093040420667.5
3.1,,4885.0,5.5,0.57,136.2,0.91,1.53,-0.48,5988.0,0.7459852430555557,3009608663120336.0
,0.128,5.14438011,,,,0.81,0.77,-0.03,5060.0,0.7459852430555557,388672235011984.0
0.066,,,,,,0.19,,,,0.7459852430555557,1058782497621550.0
,0.084,14.4541302,,,,0.97,0.95,-0.03,5718.0,0.7459852430555557,964770053895204.8
,0.134,4.59489604,,,,1.21,1.38,0.08,6173.0,0.7459852430555557,2765306539440571.0
1.028,1.281,2.7566004,0.03985,0.0,1521.3,1.12,1.34,-0.02,5950.0,0.4890415118943643,2250491928422500.5
0.51,1.238,3.7783977,0.0457,,1134.0,0.892,0.881,-0.06,5400.0,0.268786988857955,659974044801600.0
,0.114,12.43931193,,,,0.81,0.78,-0.01,5066.0,0.7459852430555557,400728238355557.44
0.45,,2.245715,0.036,0.0,1541.3,1.05,,0.18,5998.0,0.7459852430555557,1058782497621550.0
0.00909,,18.6498,0.091101,0.1,,0.29,0.293,0.09,3382.0,0.7459852430555557,11231290325040.84
0.00371,,4.7234,0.036467,0.17,,0.29,0.293,0.09,3382.0,0.7459852430555557,11231290325040.84
,0.14216,5.923653,,,,0.666,0.721,,4713.0,0.7459852430555557,256484006123405.6
,0.22874,105.356383,,,,0.666,0.721,,4713.0,0.7459852430555557,256484006123405.6
1.49,,406.6,1.2218,0.009,,1.47,2.99,0.55,,0.7459852430555557,1058782497621550.0
0.15,,110.9,0.5137,0.3,,1.47,2.99,0.55,,0.7459852430555557,1058782497621550.0
,0.194,33.42035034,,,,1.03,1.05,0.06,5810.0,0.7459852430555557,1256270401649025.0
0.2755,1.021,10.02165,0.09459,0.302,1024.0,1.126,1.17,-0.11,6040.0,0.2588477396533601,1821878781974784.0
,0.248,4.9195838,,,,1.25,1.34,0.11,6322.0,0.7459852430555557,2868319746419916.5
1.774,1.06,1.25785,0.022,,,0.91,0.78,0.08,5280.0,1.4894846080993034,472851635503104.06
,0.179,14.5596237,,,,1.06,1.08,0.05,5935.0,0.7459852430555557,1447206165718569.2
,0.56,5.28789787,,,,1.11,3.39,-0.04,4972.0,0.7459852430555557,7023019532532105.0
,0.215979,6.48163,0.069,,,1.04,1.32,-0.08,5952.0,0.7459852430555557,2186752101510964.8
,0.229648,21.2227,0.152,0.03,,1.04,1.32,-0.08,5952.0,0.7459852430555557,2186752101510964.8
,0.159,168.811174,,,,0.81,0.74,0.02,4886.0,0.7459852430555557,312088158057570.4
,0.09113,5.341853,,,,,1.129,,5938.0,0.7459852430555557,1584705834484021.8
,0.10024,10.423118,,,,,1.129,,5938.0,0.7459852430555557,1584705834484021.8
9.8,,,,,1800.0,0.018,,,2100.0,0.7459852430555557,1058782497621550.0
,0.134,6.49801525,,,,1.0,1.06,0.02,5782.0,0.7459852430555557,1255810413067150.5
,0.153,1.00393374,,,,0.79,0.75,-0.05,4971.0,0.7459852430555557,343476935396595.6
,0.161,14.88801098,,,,1.02,1.03,-0.03,5885.0,0.7459852430555557,1272507404581173.0
,0.223,10.06082567,,,,1.01,1.09,0.03,5802.0,0.7459852430555557,1346368349742546.5
,0.236,124.828679,,,,0.99,0.97,0.05,5706.0,0.7459852430555557,997402696059419.6
2.034,1.036,0.81347753,0.01526,0.0035,1317.6,0.717,0.667,-0.01,4520.0,1.8292441817732132,185697222113098.25
,0.258,13.2140732,,,,0.81,0.78,-0.1,5162.0,0.7459852430555557,431977579066704.94
,0.221,19.32952416,,,,0.8,0.76,-0.01,4983.0,0.7459852430555557,356115382253265.75
0.206,1.313,4.732182,0.0615,0.0,,1.387,1.515,0.0,6703.0,0.0910066319859329,4633425060226724.0
0.049702,,5.3686,0.04061,,419.2,0.31,0.3,-0.135,3498.0,0.7459852430555557,13474781449921.44
0.017301,,12.914,0.0721,,312.7,0.31,0.3,-0.135,3498.0,0.7459852430555557,13474781449921.44
0.019,,66.64,0.22,0.25,181.0,0.31,0.3,-0.135,3498.0,0.7459852430555557,13474781449921.44
0.0061,,3.149,0.02815,,500.8,0.31,0.3,-0.135,3498.0,0.7459852430555557,13474781449921.44
0.0220199,,433.0,0.758,0.0,,0.31,0.3,-0.135,3498.0,0.7459852430555557,13474781449921.44
0.0097516,,36.5,0.146,0.0,230.9,0.31,0.3,-0.135,3498.0,0.7459852430555557,13474781449921.44
1.47,1.597,2.7325321,0.04211,,,1.3,1.06,0.07,6700.0,0.3609130505334865,2264179955560000.5
,0.259,23.67517607,,,,0.84,0.81,-0.09,5279.0,0.7459852430555557,509538126329040.56
,2.1,110.321611,0.6,0.07,3060.0,2.3,2.5,0.4,9257.0,0.7459852430555557,4.589454538636501e+16
0.02894,,,0.92,,,0.11,,,,0.7459852430555557,1058782497621550.0
,0.269,122.8808058,,,,0.95,0.89,0.04,5533.0,0.7459852430555557,742373898922067.5
0.215,,75.82,0.35,0.28,410.3,1.01,1.0,0.02,5533.0,0.7459852430555557,937222445299921.0
,0.26428,5.960392,,,,1.024,0.95,,5378.0,0.7459852430555557,754971230036904.0
,0.07564,2.461069,,,,1.024,0.95,,5378.0,0.7459852430555557,754971230036904.0
2.11,,227.55,0.77,0.288,355.7,1.17,1.37,0.05,6080.0,0.7459852430555557,2564811494785024.5
,0.413,3.75083228,,,,0.95,0.92,-0.01,5626.0,0.7459852430555557,847958437655919.9
,0.11,5.69919514,,,,1.0,0.94,0.05,5715.0,0.7459852430555557,942585264507152.0
,0.159,7.19303878,,,,1.06,1.09,0.03,5932.0,0.7459852430555557,1471152063633792.2
,0.077,3.57554956,,,,0.83,0.79,0.0,5131.0,0.7459852430555557,432575821484262.8
2.2,0.95,141.24164672,,,,1.0,0.91,-0.12,5926.0,2.565971715993585,1021243659577618.0
2.49,1.39,2.994325,0.04351,0.0,1593.4,1.27,1.37,-0.03,6440.0,0.9271605540473168,3228379669844224.5
,0.264,3.03214559,,,,1.08,1.35,0.13,5849.0,0.7459852430555557,2133015554474768.0
,0.076,2.88879862,,,,1.15,1.29,0.41,5732.0,0.7459852430555557,1796404554593448.0
1.8,0.96,7.87288,0.075,0.0,,0.89,0.9,0.28,5070.0,2.034505208333334,535200926048100.06
,0.107,15.0330105,,,,1.0,1.0,-0.05,5845.0,0.7459852430555557,1167180604200625.0
,0.283,11.0895723,,,,1.57,2.42,0.04,6403.0,0.7459852430555557,9843844377167394.0
0.0014,0.068,0.2401,0.006,,7112.0,0.496,0.203,,27730.0,4.452473030734784,2.436641036870026e+16
0.0021,0.078,0.34289,0.0076,,6319.1,0.496,0.203,,27730.0,4.425226318717443,2.436641036870026e+16
,0.164,17.6700642,,,,0.95,0.94,-0.09,5683.0,0.7459852430555557,921650645046084.0
,0.267,132.9968322,,,,0.79,0.72,0.19,4662.0,0.7459852430555557,244880424591196.25
,0.106,5.34982412,,,,1.14,1.21,0.13,6050.0,0.7459852430555557,1961517735450624.8
0.12,0.563,3.185315,0.04012,,,0.849,0.815,0.25,4985.0,0.6724439049676051,410181310292188.9
,0.227,44.9309804,,,,1.19,1.16,0.22,6100.0,0.7459852430555557,1863096364960000.0
1.8,,691.78,1.15,0.11,,0.42,,0.36,3510.0,0.7459852430555557,1058782497621550.0
2.0,,10000.0,30.0,0.81,,0.42,,0.36,3510.0,0.7459852430555557,1058782497621550.0
1.138,1.138,2.21857312,0.03142,0.0041,1099.7,0.8,0.788,-0.03,4980.0,0.7721745361547562,381917717388311.1
,0.291,187.747029,,,,0.82,0.79,-0.11,5211.0,0.7459852430555557,460191375502485.2
,0.265,22.08557563,,,,0.57,0.54,0.03,3843.0,0.7459852430555557,63601748841964.62
,0.114,6.69960006,,,,0.82,0.79,-0.1,5187.0,0.7459852430555557,451771858435648.8
,0.087,14.7967458,,,,1.2,1.28,0.16,6170.0,0.7459852430555557,2374436695588864.0
,0.095,31.80634,,,,0.8,0.75,-0.05,4990.0,0.7459852430555557,348758426255625.0
0.554,0.952,3.0678504,0.0346,,600.0,0.57,0.571,-0.14,4145.0,0.642094455181974,96243266828925.8
,0.16312,14.172327,,,,1.14,1.175,,5900.0,0.7459852430555557,1672953153062500.2
,0.09751,4.920199,,,,1.14,1.175,,5900.0,0.7459852430555557,1672953153062500.2
,0.158566,5.66793,0.0677,,1349.8,1.291,1.82,0.025,5904.0,0.7459852430555557,4024650490283321.0
0.00252,0.2916,13.17562,0.1189,,1018.5,1.291,1.82,0.025,5904.0,0.1016337574237071,4024650490283321.0
0.01478,0.487547,21.77596,0.166,,861.5,1.291,1.82,0.025,5904.0,0.1275337026687432,4024650490283321.0
0.02108,0.366343,31.7844,0.2138,,759.5,1.291,1.82,0.025,5904.0,0.428752745338767,4024650490283321.0
0.03618,0.406441,41.02902,0.2535,,697.5,1.291,1.82,0.025,5904.0,0.5388601018420783,4024650490283321.0
,0.21416,7.203871,,,,0.549,0.559,,4252.0,0.7459852430555557,102140184776047.2
,0.18773,10.912732,,,,0.549,0.559,,4252.0,0.7459852430555557,102140184776047.2
,0.14581,2.576549,,,,0.549,0.559,,4252.0,0.7459852430555557,102140184776047.2
,0.14216,18.596108,,,,0.549,0.559,,4252.0,0.7459852430555557,102140184776047.2
,0.198,52.6298417,,,,0.92,0.89,-0.03,5533.0,0.7459852430555557,742373898922067.5
2.171,1.07,5.005425,0.055,0.245,1324.7,1.218,1.36,0.15,6065.0,1.772182690730039,2502655304690116.5
7.75,,572.38,1.35,0.725,,0.99,1.15,-0.0229,,0.7459852430555557,1058782497621550.0
7.7,,1620.0,2.6,0.22,153.5,0.95,1.12,0.19,5320.0,0.7459852430555557,1004806820921344.0
0.64,,358.0,0.949,0.24,222.6,0.865,,-0.16,5432.0,0.7459852430555557,1058782497621550.0
2.35,,189.65,0.65,0.265,369.5,1.08,1.49,0.25,5590.0,0.7459852430555557,2167802777389560.8
2.19,,376.93,1.03,0.198,293.3,1.08,1.49,0.25,5590.0,0.7459852430555557,2167802777389560.8
,0.36817,11.094286,,,,1.04,1.014,,6043.0,0.7459852430555557,1371154164309166.5
,0.24605,4.134444,,,,1.04,1.014,,6043.0,0.7459852430555557,1371154164309166.5
,0.13943,2.566546,,,,1.04,1.014,,6043.0,0.7459852430555557,1371154164309166.5
0.48,,3.4442,0.044,0.0,978.2,0.87,,0.16,5192.0,0.7459852430555557,1058782497621550.0
0.837,1.065,1.9153073,0.03048,,1823.0,1.03,1.503,0.34,5366.0,0.6929096898390941,1872926068738644.5
,0.186,6.9913086,,,,0.78,0.73,-0.01,4836.0,0.7459852430555557,291468005415945.44
,1.2,86.67856,,0.2,,1.29,1.6,0.31,6029.0,0.7459852430555557,3382369899630800.0
,0.119,13.32351601,,,,1.18,1.22,0.14,6155.0,0.7459852430555557,2136150712838610.5
4.0,,,,,510.0,1.22,,0.28,6234.0,0.7459852430555557,1058782497621550.0
,0.413,4.03046804,,,,0.92,0.85,0.21,5266.0,0.7459852430555557,555598763469534.7
,0.999,328.2399546,,,,0.92,0.85,0.21,5266.0,0.7459852430555557,555598763469534.7
,0.255,84.5733226,,,,0.94,0.9,0.12,5472.0,0.7459852430555557,726221954073231.4
,0.695,39.93767,0.2257,,734.0,1.35,5.15,-0.12,5433.0,0.7459852430555557,2.3108581005455176e+16
0.0292,,12.083,0.1023,0.15,817.0,,,,5940.0,0.7459852430555557,1058782497621550.0
0.0382,,59.519,0.2962,0.29,478.2,,,,5940.0,0.7459852430555557,1058782497621550.0
0.121,,459.26,1.1567,0.46,239.9,,,,5940.0,0.7459852430555557,1058782497621550.0
,0.12849,7.010606,,,,1.001,0.787,,4910.0,0.7459852430555557,359977563571780.1
,0.06288,3.107675,,,,1.001,0.787,,4910.0,0.7459852430555557,359977563571780.1
,0.11,3.98953967,,,,0.9,0.87,-0.03,5476.0,0.7459852430555557,680600498860238.1
,0.082,0.93511806,,,,1.04,1.05,0.0,5909.0,0.7459852430555557,1344109213455234.5
,0.152,8.07124073,,,,0.94,0.92,0.04,5568.0,0.7459852430555557,813528104950982.2
,0.136,0.92990668,,,,1.18,1.4,0.02,6169.0,0.7459852430555557,2838671596887573.0
,0.12029,12.904532,,,,0.669,0.672,,4710.0,0.7459852430555557,222239972484311.03
,0.113,31.200751,,,,0.669,0.672,,4710.0,0.7459852430555557,222239972484311.03
0.0264,,8.7836,0.066,0.0,,0.49,0.53,-0.1,3520.0,0.7459852430555557,43124333215744.01
,0.095,1.11854972,,,,0.74,0.7,0.04,4612.0,0.7459852430555557,221693660607408.62
,0.223,38.3774623,,,,0.95,0.92,-0.01,5627.0,0.7459852430555557,848561483902990.6
,0.106,44.2008,,,,0.82,0.78,-0.01,5097.0,0.7459852430555557,410627224606278.6
,0.229,9.27358194,,,,0.75,0.71,-0.07,4779.0,0.7459852430555557,262944941010355.97
,0.745,7.8866311,,,,1.03,1.03,0.06,5835.0,0.7459852430555557,1229809634189843.0
,0.25881,31.517586,,,,1.02,1.425,,5736.0,0.7459852430555557,2198195423342922.5
,0.16039,8.129976,,,,1.02,1.425,,5736.0,0.7459852430555557,2198195423342922.5
,0.1257,2.1549156,0.035,0.02,,1.25,1.41,0.17,6211.0,0.7459852430555557,2958586984054566.5
,0.2294,5.8599408,0.068,0.08,,1.25,1.41,0.17,6211.0,0.7459852430555557,2958586984054566.5
,0.1344,8.131231,0.084,0.1,,1.25,1.41,0.17,6211.0,0.7459852430555557,2958586984054566.5
,0.165,9.48961571,,,,1.02,1.13,0.15,5713.0,0.7459852430555557,1360234491948567.2
,0.227,41.6977827,,,,0.95,0.93,0.01,5641.0,0.7459852430555557,875770467641217.8
,0.07108,1.21376,0.0116,,,0.13,0.17,-0.3,,0.7459852430555557,1058782497621550.0
,0.0665,0.4532,0.006,,,0.13,0.17,-0.3,,0.7459852430555557,1058782497621550.0
,0.0519,1.865,0.0154,,,0.13,0.17,-0.3,,0.7459852430555557,1058782497621550.0
1.0,0.93,5.748145,0.0628,,1100.0,1.0,,0.15,5900.0,1.2432290637117596,1058782497621550.0
0.624,1.196,4.098507,0.04986,0.027,,0.984,0.941,0.136,5581.0,0.3647464307130112,859067594317673.6
,0.119,68.8861915,,,,0.97,1.1,-0.14,5850.0,0.7459852430555557,1417127202562500.2
3.2,,1170.0,1.7,0.0,475.2,0.5,0.23,,29300.0,0.7459852430555557,3.898756873729e+16
0.035546,0.355,29.334,0.18,0.042,556.9,0.99,0.95,0.18,5498.0,0.7945215430651756,824643333806174.4
2.013248,1.120903,60.3251,0.3,0.0111,431.4,0.99,0.95,0.18,5498.0,1.4295296968958475,824643333806174.4
0.072666,0.801947,143.213,0.5,0.022,334.2,0.99,0.95,0.18,5498.0,0.1408945691316917,824643333806174.4
0.29,,615.0,1.36,0.19,199.1,0.89,0.96,0.28,5386.0,0.7459852430555557,775546535972059.5
1.676,,643.25,1.5,0.128,228.7,1.08,1.245,0.28,5700.0,0.7459852430555557,1636206545002500.2
0.03321,,9.6386,0.09094,0.172,928.2,1.08,1.245,0.28,5700.0,0.7459852430555557,1636206545002500.2
0.5219,,310.55,0.921,0.0666,292.1,1.08,1.245,0.28,5700.0,0.7459852430555557,1636206545002500.2
1.814,,4205.8,5.235,0.0985,122.5,1.08,1.245,0.28,5700.0,0.7459852430555557,1636206545002500.2
,0.254,51.07926307,,,,1.04,1.05,-0.01,5927.0,0.7459852430555557,1360561905979240.8
,0.112,3.70921385,,,,1.04,1.05,-0.01,5927.0,0.7459852430555557,1360561905979240.8
0.066,,,,,,0.38,,,,0.7459852430555557,1058782497621550.0
,0.207,11.08507637,,,,0.8,0.76,-0.03,5001.0,0.7459852430555557,361288886651552.56
7.6,,594.9,1.93,0.151,,2.7,13.7,0.17,4901.0,0.7459852430555557,1.0828790317454029e+17
,0.211,29.00790538,,,,0.85,0.81,-0.06,5242.0,0.7459852430555557,495402397701325.3
0.187,0.471,4.73401,0.0573,0.18,,1.121,1.75,0.33,5474.0,1.7896944246070698,2749763036341489.0
,0.153,18.47764449,,,,0.34,0.33,-0.39,3556.0,0.7459852430555557,17413051679530.217
0.081,0.452,4.887804,0.053,0.198,790.9,0.81,0.75,0.31,4780.0,0.8771416116327083,293652777690000.0
,0.15036,3.289672,,,,1.025,1.058,,6053.0,0.7459852430555557,1502636836052438.0
,0.19137,7.186434,,,,1.025,1.058,,6053.0,0.7459852430555557,1502636836052438.0
,0.113,8.18504949,,,,1.1,1.16,0.01,6082.0,0.7459852430555557,1841202863646643.2
1.164,1.139,4.1591287,0.051,,,1.026,1.15,0.36,5576.0,0.7877380217684892,1278458812318197.5
0.0384,0.1631,0.789597,0.017,,,1.026,1.15,0.36,5576.0,8.850531278412403,1278458812318197.5
0.0328,0.324,9.03081,0.088,,,1.026,1.15,0.36,5576.0,0.964359166868947,1278458812318197.5
1.24,,572.0,1.36,0.13,,1.026,1.15,0.36,5576.0,0.7459852430555557,1278458812318197.5
,0.252,28.5057189,,,,1.0,0.99,0.04,5765.0,0.7459852430555557,1082599035202692.4
,0.376,88.40655258,,,,0.95,0.99,0.26,5416.0,0.7459852430555557,843305653630583.1
,0.106,9.10967112,,,,0.95,0.99,0.26,5416.0,0.7459852430555557,843305653630583.1
,0.1971,9.2869944,0.0846,,,0.936,0.85,-0.13,5541.0,0.7459852430555557,681067963374657.2
,,,,,,0.936,0.85,-0.13,5541.0,0.7459852430555557,681067963374657.2
,0.128,2.16457097,,,,0.62,0.6,-0.02,4070.0,0.7459852430555557,98782528323600.0
,0.261,3.60147201,,,,0.86,0.81,0.03,5217.0,0.7459852430555557,486019153457215.7
0.71,,26.73,0.233,0.05,718.9,1.33,1.7,0.343,6037.0,0.7459852430555557,3838685623268405.0
,0.172,4.59725385,,,,1.03,1.04,0.1,5803.0,0.7459852430555557,1226526570499298.0
,0.291,21.80451088,,,,0.88,0.85,-0.09,5452.0,0.7459852430555557,638353494385490.5
,0.261,7.42608998,,,,1.19,1.28,0.06,6186.0,0.7459852430555557,2399162154069551.0
,0.16,15.9870174,,,,1.19,1.28,0.06,6186.0,0.7459852430555557,2399162154069551.0
,,0.2197,0.005,,,0.47,0.24,,27500.0,0.7459852430555557,3.294225e+16
,,0.3253,0.007,,,0.47,0.24,,27500.0,0.7459852430555557,3.294225e+16
,,0.8116,0.01,,,0.47,0.24,,27500.0,0.7459852430555557,3.294225e+16
2.06,,2627.08,3.78,0.16,128.4,1.07,1.09,0.27,5432.0,0.7459852430555557,1034408405620310.4
0.77,,68.27,0.33,0.12,452.6,1.01,1.02,0.1,5844.0,0.7459852430555557,1213503889248874.5
,0.138,3.81371974,,,,0.92,0.89,0.04,5486.0,0.7459852430555557,717469140928336.5
,0.204,15.64591713,,,,0.94,0.91,-0.03,5614.0,0.7459852430555557,822569150627091.8
,0.30164,5.868075,,,,1.04,1.588,,5920.0,0.7459852430555557,3097332453725963.0
,0.14307,1.611865,,,,1.04,1.588,,5920.0,0.7459852430555557,3097332453725963.0
,0.1367,3.071571,,,,1.04,1.588,,5920.0,0.7459852430555557,3097332453725963.0
,0.241,23.58447697,,,,1.01,1.24,0.05,5747.0,0.7459852430555557,1677290004387875.0
263.0,,359.5546,1.096,0.84785,,1.35,2.12,0.17,5969.0,0.7459852430555557,5705294110700984.0
0.0383853003178,0.435365216104,9.75598,0.092,0.077,885.0,1.099,1.136,0.17,5939.0,0.4651614970402227,1605498720743316.5
,0.299,35.622233,,,,1.0,0.99,0.01,5782.0,0.7459852430555557,1095425227703020.8
,0.152,23.5540725,,,,1.6,1.73,-0.51,8480.0,0.7459852430555557,1.5476602034520064e+16
,0.12,9.915615,,0.1,,0.77,0.71,,4695.0,0.7459852430555557,244939644875030.1
1.45,0.94,86.647661,0.382,0.772,511.0,0.99,1.13,0.27,5520.0,1.7457596101056607,1185531773128703.8
4.32,1.107,2.8792319,0.04127,,,1.128,1.076,0.377,5747.0,3.184497293963473,1262959230046941.0
,0.19046,5.931194,,,,0.635,0.62,,4508.0,0.7459852430555557,158751928038604.9
,0.20413,52.661793,,,,0.635,0.62,,4508.0,0.7459852430555557,158751928038604.9
1.16,,1116.0,2.15,0.81,196.8,1.06,1.48,0.36,5664.0,0.7459852430555557,2254324388631832.0
6.0,,,,,,,,,,0.7459852430555557,1058782497621550.0
,0.135,16.5861762,,,,1.0,0.99,0.06,5728.0,0.7459852430555557,1055072798583658.8
,0.18955,8.103636,,,,0.696,0.725,,4861.0,0.7459852430555557,293479991240372.2
,0.12849,4.715106,,,,0.696,0.725,,4861.0,0.7459852430555557,293479991240372.2
,0.145,20.16034462,,,,0.8,0.74,-0.04,4944.0,0.7459852430555557,327172873078938.0
,0.108,0.66407381,,,,0.84,0.79,0.03,5123.0,0.7459852430555557,429884321525046.7
0.0330298,0.1558328,3.743208,0.05119,0.25,1486.0,1.28,1.52,0.02,6182.0,8.728293099294001,3374451408807211.0
0.04907293,0.39368287,10.423648,0.1013,0.43,1012.0,1.28,1.52,0.02,6182.0,0.8042710471888649,3374451408807211.0
0.33,1.0,22.342989,0.1684,0.022,806.0,1.28,1.52,0.02,6182.0,0.33,3374451408807211.0
0.11009952,0.59781473,54.32031,0.3046,0.019,584.0,1.28,1.52,0.02,6182.0,0.5153301953909362,3374451408807211.0
0.66,1.283,3.332688,0.0443,0.0,1361.0,1.048,1.104,0.23,5645.0,0.3125100342059421,1237638844984390.8
,0.26792,15.771044,,,,1.084,1.3,,5594.0,0.7459852430555557,1654918278519694.5
,0.30802,157.072878,,,,1.084,1.3,,5594.0,0.7459852430555557,1654918278519694.5
,0.314,24.54350418,,,,1.01,1.01,0.03,5808.0,0.7459852430555557,1160778026526710.2
,0.49,567.0445,,,,1.07,1.11,0.07,6616.0,0.7459852430555557,2360630117999477.0
,0.35267,5.826662,,,,1.021,0.91,,5957.0,0.7459852430555557,1042781181367588.4
,0.19593,12.412183,,,,1.021,0.91,,5957.0,0.7459852430555557,1042781181367588.4
,0.22783,18.746477,,,,1.021,0.91,,5957.0,0.7459852430555557,1042781181367588.4
0.12,,104.84,0.416,0.46,347.9,,,,5940.0,0.7459852430555557,1058782497621550.0
